state,year,quarter,brand,user_count,percentage
punjab,2020,4,Huawei,53936,0.010457
punjab,2020,4,OnePlus,53667,0.0104049
punjab,2020,4,Motorola,46455,0.00900663
punjab,2020,4,HMD Global,32870,0.00637279
punjab,2020,4,Others,307252,0.0595696
punjab,2021,1,Xiaomi,1304479,0.234249
punjab,2021,1,Samsung,1249727,0.224417
punjab,2021,1,Vivo,1083200,0.194513
punjab,2021,1,Oppo,815718,0.146481
punjab,2021,1,Apple,384485,0.069043
punjab,2021,1,Realme,212940,0.0382382
punjab,2021,1,OnePlus,56962,0.0102288
punjab,2021,1,Huawei,56391,0.0101263
punjab,2021,1,Motorola,47632,0.0085534
punjab,2021,1,Tecno,35552,0.00638417
punjab,2021,1,Others,321691,0.0577669
punjab,2021,2,Xiaomi,1380642,0.23101
punjab,2021,2,Samsung,1317948,0.22052
punjab,2021,2,Vivo,1187613,0.198712
punjab,2021,2,Oppo,881894,0.147559
punjab,2021,2,Apple,418009,0.0699415
punjab,2021,2,Realme,250679,0.0419438
punjab,2021,2,OnePlus,61777,0.0103366
punjab,2021,2,Huawei,56066,0.009381
punjab,2021,2,Motorola,47652,0.00797316
punjab,2021,2,Tecno,44884,0.00751002
punjab,2021,2,Others,329384,0.0551127
punjab,2021,3,Xiaomi,1468863,0.228266
punjab,2021,3,Samsung,1373929,0.213513
punjab,2021,3,Vivo,1315799,0.20448
punjab,2021,3,Oppo,964011,0.149811
punjab,2021,3,Apple,450178,0.0699592
punjab,2021,3,Realme,292875,0.0455138
punjab,2021,3,OnePlus,71087,0.0110472
punjab,2021,3,Huawei,59682,0.00927479
punjab,2021,3,Tecno,54005,0.00839256
punjab,2021,3,Motorola,47647,0.00740451
punjab,2021,3,Others,336786,0.0523377
punjab,2021,4,Xiaomi,1548508,0.22507
punjab,2021,4,Samsung,1427734,0.207516
punjab,2021,4,Vivo,1424349,0.207024
punjab,2021,4,Oppo,1041175,0.151331
punjab,2021,4,Apple,497157,0.0722601
punjab,2021,4,Realme,350868,0.0509975
punjab,2021,4,OnePlus,80227,0.0116607
punjab,2021,4,Tecno,62454,0.00907748
punjab,2021,4,Huawei,58314,0.00847575
punjab,2021,4,Motorola,48503,0.00704975
punjab,2021,4,Others,340814,0.0495362
punjab,2022,1,Xiaomi,1619926,0.221825
punjab,2022,1,Vivo,1523181,0.208577
punjab,2022,1,Samsung,1477258,0.202289
punjab,2022,1,Oppo,1119920,0.153356
punjab,2022,1,Apple,540804,0.0740551
punjab,2022,1,Realme,403062,0.0551934
punjab,2022,1,OnePlus,89199,0.0122145
punjab,2022,1,Tecno,74590,0.010214
punjab,2022,1,Huawei,58651,0.00803138
punjab,2022,1,Motorola,48805,0.00668312
punjab,2022,1,Others,347330,0.0475617
rajasthan,2018,1,Xiaomi,713005,0.225763
rajasthan,2018,1,Samsung,662282,0.209702
rajasthan,2018,1,Vivo,535439,0.169539
rajasthan,2018,1,Oppo,352258,0.111538
rajasthan,2018,1,Realme,149488,0.0473333
rajasthan,2018,1,Apple,94107,0.0297977
rajasthan,2018,1,OnePlus,71745,0.022717
rajasthan,2018,1,Gionee,69299,0.0219425
rajasthan,2018,1,Lenovo,63011,0.0199515
rajasthan,2018,1,Motorola,61235,0.0193892
rajasthan,2018,1,Others,386333,0.122327
rajasthan,2018,2,Xiaomi,966424,0.229393
rajasthan,2018,2,Samsung,874984,0.207688
rajasthan,2018,2,Vivo,735141,0.174495
rajasthan,2018,2,Oppo,479239,0.113753
rajasthan,2018,2,Realme,195523,0.0464098
rajasthan,2018,2,Apple,119357,0.0283309
rajasthan,2018,2,OnePlus,87155,0.0206873
rajasthan,2018,2,Gionee,84445,0.0200441
rajasthan,2018,2,Lenovo,79981,0.0189845
rajasthan,2018,2,Motorola,78566,0.0186486
rajasthan,2018,2,Others,512149,0.121565
rajasthan,2018,3,Xiaomi,1205544,0.232935
rajasthan,2018,3,Samsung,1072593,0.207246
rajasthan,2018,3,Vivo,938611,0.181358
rajasthan,2018,3,Oppo,601973,0.116313
rajasthan,2018,3,Realme,239840,0.0463418
rajasthan,2018,3,Apple,140247,0.0270985
rajasthan,2018,3,OnePlus,101721,0.0196545
rajasthan,2018,3,Gionee,95819,0.0185141
rajasthan,2018,3,Motorola,91763,0.0177304
rajasthan,2018,3,Huawei,91725,0.0177231
rajasthan,2018,3,Others,595617,0.115085
rajasthan,2018,4,Xiaomi,1482976,0.233219
rajasthan,2018,4,Samsung,1317264,0.207158
rajasthan,2018,4,Vivo,1200927,0.188862
rajasthan,2018,4,Oppo,760058,0.11953
rajasthan,2018,4,Realme,293498,0.0461566
rajasthan,2018,4,Apple,166540,0.0261907
rajasthan,2018,4,OnePlus,117138,0.0184216
rajasthan,2018,4,Huawei,115507,0.0181651
rajasthan,2018,4,Motorola,107515,0.0169082
rajasthan,2018,4,Gionee,106066,0.0166804
rajasthan,2018,4,Others,691249,0.108709
rajasthan,2019,1,Xiaomi,1788113,0.231855
rajasthan,2019,1,Samsung,1592757,0.206524
rajasthan,2019,1,Vivo,1503951,0.195009
rajasthan,2019,1,Oppo,948608,0.123001
rajasthan,2019,1,Realme,350506,0.0454482
rajasthan,2019,1,Apple,191305,0.0248055
rajasthan,2019,1,Huawei,143491,0.0186057
rajasthan,2019,1,OnePlus,131526,0.0170543
rajasthan,2019,1,Gionee,123156,0.015969
rajasthan,2019,1,Motorola,121229,0.0157191
rajasthan,2019,1,Others,817562,0.106009
rajasthan,2019,2,Xiaomi,2038775,0.232103
rajasthan,2019,2,Samsung,1811211,0.206196
rajasthan,2019,2,Vivo,1744564,0.198608
rajasthan,2019,2,Oppo,1100301,0.125263
rajasthan,2019,2,Realme,400579,0.0456036
rajasthan,2019,2,Apple,212354,0.0241753
rajasthan,2019,2,Huawei,163775,0.0186448
rajasthan,2019,2,OnePlus,142119,0.0161794
rajasthan,2019,2,Gionee,135881,0.0154693
rajasthan,2019,2,Motorola,131957,0.0150225
rajasthan,2019,2,Others,902419,0.102735
rajasthan,2019,3,Xiaomi,2275622,0.23227
rajasthan,2019,3,Samsung,1996093,0.203739
rajasthan,2019,3,Vivo,1985897,0.202698
rajasthan,2019,3,Oppo,1244255,0.127
rajasthan,2019,3,Realme,458929,0.0468424
rajasthan,2019,3,Apple,232599,0.0237411
rajasthan,2019,3,Huawei,184875,0.01887
rajasthan,2019,3,OnePlus,152982,0.0156147
rajasthan,2019,3,Gionee,146595,0.0149628
rajasthan,2019,3,Motorola,139254,0.0142135
rajasthan,2019,3,Others,980203,0.100048
rajasthan,2019,4,Xiaomi,2527395,0.23134
rajasthan,2019,4,Vivo,2262135,0.20706
rajasthan,2019,4,Samsung,2211270,0.202404
rajasthan,2019,4,Oppo,1410408,0.129099
rajasthan,2019,4,Realme,530557,0.0485634
rajasthan,2019,4,Apple,250014,0.0228845
rajasthan,2019,4,Huawei,204976,0.0187621
rajasthan,2019,4,OnePlus,162057,0.0148336
rajasthan,2019,4,Gionee,157774,0.0144415
rajasthan,2019,4,Motorola,147914,0.013539
rajasthan,2019,4,Others,1060531,0.0970735
rajasthan,2020,1,Xiaomi,2776323,0.228654
rajasthan,2020,1,Vivo,2582003,0.21265
rajasthan,2020,1,Samsung,2440121,0.200964
rajasthan,2020,1,Oppo,1591219,0.13105
rajasthan,2020,1,Realme,608298,0.0500984
rajasthan,2020,1,Apple,267588,0.0220381
rajasthan,2020,1,Huawei,225019,0.0185322
rajasthan,2020,1,OnePlus,170114,0.0140103
rajasthan,2020,1,Gionee,158979,0.0130933
rajasthan,2020,1,Motorola,156126,0.0128583
rajasthan,2020,1,Others,1166263,0.0960516
rajasthan,2020,2,Xiaomi,3073847,0.226631
rajasthan,2020,2,Vivo,2941265,0.216856
rajasthan,2020,2,Samsung,2715434,0.200206
rajasthan,2020,2,Oppo,1799104,0.132646
rajasthan,2020,2,Realme,689124,0.0508084
rajasthan,2020,2,Apple,283321,0.0208889
rajasthan,2020,2,Huawei,246837,0.018199
rajasthan,2020,2,Tecno,183365,0.0135193
rajasthan,2020,2,OnePlus,177245,0.0130681
rajasthan,2020,2,Gionee,172589,0.0127248
rajasthan,2020,2,Others,1281070,0.0944519
rajasthan,2020,3,Xiaomi,3353468,0.224021
rajasthan,2020,3,Vivo,3346801,0.223576
rajasthan,2020,3,Samsung,2973921,0.198667
rajasthan,2020,3,Oppo,2001908,0.133733
rajasthan,2020,3,Realme,784695,0.0524199
rajasthan,2020,3,Apple,302588,0.0202138
rajasthan,2020,3,Huawei,265862,0.0177603
rajasthan,2020,3,Tecno,214914,0.0143569
rajasthan,2020,3,OnePlus,186566,0.0124631
rajasthan,2020,3,Gionee,180038,0.0120271
rajasthan,2020,3,Others,1358651,0.0907618
rajasthan,2020,4,Vivo,3720519,0.22784
rajasthan,2020,4,Xiaomi,3613815,0.221306
rajasthan,2020,4,Samsung,3222360,0.197334
rajasthan,2020,4,Oppo,2201891,0.134841
rajasthan,2020,4,Realme,880750,0.0539361
rajasthan,2020,4,Apple,323405,0.019805
rajasthan,2020,4,Huawei,283175,0.0173413
rajasthan,2020,4,Tecno,259273,0.0158776
rajasthan,2020,4,OnePlus,195918,0.0119978
rajasthan,2020,4,Gionee,188604,0.0115499
rajasthan,2020,4,Others,1439784,0.0881708
rajasthan,2021,1,Vivo,4143832,0.234631
rajasthan,2021,1,Xiaomi,3873176,0.219306
rajasthan,2021,1,Samsung,3430073,0.194216
rajasthan,2021,1,Oppo,2390404,0.135349
rajasthan,2021,1,Realme,987022,0.0558868
rajasthan,2021,1,Apple,347215,0.0196599
rajasthan,2021,1,Tecno,301891,0.0170936
rajasthan,2021,1,Huawei,295928,0.0167559
rajasthan,2021,1,OnePlus,208798,0.0118225
rajasthan,2021,1,Gionee,189685,0.0107403
rajasthan,2021,1,Others,1493064,0.0845397
rajasthan,2021,2,Vivo,4603263,0.24252
rajasthan,2021,2,Xiaomi,4079016,0.2149
rajasthan,2021,2,Samsung,3591961,0.18924
rajasthan,2021,2,Oppo,2591657,0.13654
rajasthan,2021,2,Realme,1162747,0.0612585
rajasthan,2021,2,Tecno,375642,0.0197904
rajasthan,2021,2,Apple,373677,0.0196869
rajasthan,2021,2,Huawei,291917,0.0153794
rajasthan,2021,2,OnePlus,233039,0.0122775
rajasthan,2021,2,Motorola,188248,0.00991771
rajasthan,2021,2,Others,1489818,0.07849
rajasthan,2021,3,Vivo,5212563,0.254278
rajasthan,2021,3,Xiaomi,4289230,0.209236
rajasthan,2021,3,Samsung,3672997,0.179175
rajasthan,2021,3,Oppo,2855694,0.139306
rajasthan,2021,3,Realme,1363093,0.0664941
rajasthan,2021,3,Tecno,456211,0.0222548
rajasthan,2021,3,Apple,403105,0.0196642
rajasthan,2021,3,Huawei,298651,0.0145687
rajasthan,2021,3,OnePlus,283924,0.0138503
rajasthan,2021,3,Motorola,186498,0.0090977
rajasthan,2021,3,Others,1477499,0.072075
rajasthan,2021,4,Vivo,5751824,0.261718
rajasthan,2021,4,Xiaomi,4469665,0.203377
rajasthan,2021,4,Samsung,3782393,0.172105
rajasthan,2021,4,Oppo,3095179,0.140836
rajasthan,2021,4,Realme,1624796,0.073931
rajasthan,2021,4,Tecno,521804,0.023743
rajasthan,2021,4,Apple,462924,0.0210638
rajasthan,2021,4,OnePlus,336937,0.0153312
rajasthan,2021,4,Huawei,287470,0.0130804
rajasthan,2021,4,Motorola,189233,0.00861042
rajasthan,2021,4,Others,1454977,0.0662039
rajasthan,2022,1,Vivo,6252325,0.267206
rajasthan,2022,1,Xiaomi,4620642,0.197473
rajasthan,2022,1,Samsung,3887688,0.166149
rajasthan,2022,1,Oppo,3333119,0.142448
rajasthan,2022,1,Realme,1857144,0.079369
rajasthan,2022,1,Tecno,613379,0.0262141
rajasthan,2022,1,Apple,510886,0.0218338
rajasthan,2022,1,OnePlus,385558,0.0164776
rajasthan,2022,1,Huawei,284638,0.0121646
rajasthan,2022,1,Motorola,189003,0.00807745
rajasthan,2022,1,Others,1464475,0.0625875
sikkim,2018,1,Samsung,5534,0.275996
sikkim,2018,1,Xiaomi,4679,0.233355
sikkim,2018,1,Vivo,2155,0.107476
sikkim,2018,1,Oppo,1825,0.0910179
sikkim,2018,1,Apple,865,0.04314
sikkim,2018,1,Realme,815,0.0406464
sikkim,2018,1,Lenovo,586,0.0292255
sikkim,2018,1,Motorola,575,0.0286769
sikkim,2018,1,OnePlus,528,0.0263329
sikkim,2018,1,Asus,308,0.0153608
sikkim,2018,1,Others,2181,0.108773
sikkim,2018,2,Samsung,7827,0.278571
sikkim,2018,2,Xiaomi,6559,0.233441
sikkim,2018,2,Vivo,3254,0.115813
sikkim,2018,2,Oppo,2531,0.0900808
sikkim,2018,2,Apple,1120,0.0398619
sikkim,2018,2,Realme,1110,0.039506
sikkim,2018,2,Motorola,773,0.0275118
sikkim,2018,2,Lenovo,759,0.0270136
sikkim,2018,2,OnePlus,690,0.0245578
sikkim,2018,2,Micromax,424,0.0150906
sikkim,2018,2,Others,3050,0.108553
sikkim,2018,3,Samsung,10790,0.286686
sikkim,2018,3,Xiaomi,8637,0.229482
sikkim,2018,3,Vivo,4649,0.123522
sikkim,2018,3,Oppo,3465,0.0920637
sikkim,2018,3,Realme,1459,0.038765
sikkim,2018,3,Apple,1423,0.0378085
sikkim,2018,3,Motorola,945,0.0251083
sikkim,2018,3,Lenovo,886,0.0235407
sikkim,2018,3,OnePlus,823,0.0218668
sikkim,2018,3,Micromax,570,0.0151447
sikkim,2018,3,Others,3990,0.106013
sikkim,2018,4,Samsung,14281,0.294223
sikkim,2018,4,Xiaomi,11024,0.227121
sikkim,2018,4,Vivo,6387,0.131588
sikkim,2018,4,Oppo,4507,0.0928551
sikkim,2018,4,Realme,1848,0.0380733
sikkim,2018,4,Apple,1799,0.0370637
sikkim,2018,4,Motorola,1119,0.0230541
sikkim,2018,4,Lenovo,1038,0.0213853
sikkim,2018,4,OnePlus,969,0.0199637
sikkim,2018,4,Huawei,689,0.0141951
sikkim,2018,4,Others,4877,0.100478
sikkim,2019,1,Samsung,17397,0.295084
sikkim,2019,1,Xiaomi,13387,0.227068
sikkim,2019,1,Vivo,7997,0.135644
sikkim,2019,1,Oppo,5660,0.0960038
sikkim,2019,1,Realme,2237,0.0379435
sikkim,2019,1,Apple,2138,0.0362643
sikkim,2019,1,Motorola,1274,0.0216093
sikkim,2019,1,Lenovo,1168,0.0198114
sikkim,2019,1,OnePlus,1088,0.0184544
sikkim,2019,1,Huawei,849,0.0144006
sikkim,2019,1,Others,5761,0.0977169
sikkim,2019,2,Samsung,21576,0.303892
sikkim,2019,2,Xiaomi,16005,0.225426
sikkim,2019,2,Vivo,9656,0.136002
sikkim,2019,2,Oppo,6810,0.0959168
sikkim,2019,2,Realme,2677,0.0377048
sikkim,2019,2,Apple,2509,0.0353385
sikkim,2019,2,Motorola,1473,0.0207468
sikkim,2019,2,Lenovo,1289,0.0181552
sikkim,2019,2,OnePlus,1220,0.0171833
sikkim,2019,2,Huawei,1001,0.0140988
sikkim,2019,2,Others,6783,0.0955366
sikkim,2019,3,Samsung,25449,0.30987
sikkim,2019,3,Xiaomi,18366,0.223627
sikkim,2019,3,Vivo,11399,0.138796
sikkim,2019,3,Oppo,7934,0.0966053
sikkim,2019,3,Realme,3080,0.0375024
sikkim,2019,3,Apple,2833,0.0344949
sikkim,2019,3,Motorola,1581,0.0192504
sikkim,2019,3,OnePlus,1352,0.0164621
sikkim,2019,3,Lenovo,1279,0.0155733
sikkim,2019,3,Huawei,1126,0.0137103
sikkim,2019,3,Others,7729,0.0941092
sikkim,2019,4,Samsung,29310,0.315256
sikkim,2019,4,Xiaomi,20528,0.220798
sikkim,2019,4,Vivo,13224,0.142236
sikkim,2019,4,Oppo,9175,0.0986856
sikkim,2019,4,Realme,3578,0.0384847
sikkim,2019,4,Apple,3131,0.0336768
sikkim,2019,4,Motorola,1676,0.0180269
sikkim,2019,4,OnePlus,1458,0.0156821
sikkim,2019,4,Lenovo,1347,0.0144882
sikkim,2019,4,Huawei,1245,0.0133911
sikkim,2019,4,Others,8300,0.0892742
sikkim,2020,1,Samsung,33471,0.319896
sikkim,2020,1,Xiaomi,22619,0.216179
sikkim,2020,1,Vivo,15342,0.14663
sikkim,2020,1,Oppo,10442,0.0997983
sikkim,2020,1,Realme,4166,0.0398161
sikkim,2020,1,Apple,3439,0.0328679
sikkim,2020,1,Motorola,1728,0.0165152
sikkim,2020,1,OnePlus,1548,0.0147949
sikkim,2020,1,Lenovo,1491,0.0142501
sikkim,2020,1,HMD Global,1394,0.013323
sikkim,2020,1,Others,8991,0.0859306
sikkim,2020,2,Samsung,38977,0.325022
sikkim,2020,2,Xiaomi,25245,0.210514
sikkim,2020,2,Vivo,18182,0.151616
sikkim,2020,2,Oppo,12295,0.102526
sikkim,2020,2,Realme,4814,0.0401431
sikkim,2020,2,Apple,3701,0.030862
sikkim,2020,2,Motorola,1821,0.015185
sikkim,2020,2,HMD Global,1669,0.0139175
sikkim,2020,2,OnePlus,1607,0.0134005
sikkim,2020,2,Lenovo,1576,0.013142
sikkim,2020,2,Others,10034,0.0836717
sikkim,2020,3,Samsung,44424,0.329621
sikkim,2020,3,Xiaomi,27830,0.206495
sikkim,2020,3,Vivo,21086,0.156456
sikkim,2020,3,Oppo,14009,0.103945
sikkim,2020,3,Realme,5459,0.0405051
sikkim,2020,3,Apple,4035,0.0299392
sikkim,2020,3,HMD Global,1906,0.0141423
sikkim,2020,3,Motorola,1879,0.013942
sikkim,2020,3,OnePlus,1694,0.0125693
sikkim,2020,3,Lenovo,1657,0.0122947
sikkim,2020,3,Others,10794,0.0800902
sikkim,2020,4,Samsung,49275,0.331722
sikkim,2020,4,Xiaomi,30296,0.203954
sikkim,2020,4,Vivo,23560,0.158607
sikkim,2020,4,Oppo,15658,0.105411
sikkim,2020,4,Realme,6245,0.0420417
sikkim,2020,4,Apple,4413,0.0297086
sikkim,2020,4,HMD Global,2070,0.0139354
sikkim,2020,4,Motorola,1984,0.0133564
sikkim,2020,4,OnePlus,1764,0.0118753
sikkim,2020,4,Lenovo,1714,0.0115387
sikkim,2020,4,Others,11564,0.0778495
sikkim,2021,1,Samsung,52629,0.328494
sikkim,2021,1,Xiaomi,32524,0.203005
sikkim,2021,1,Vivo,26109,0.162964
sikkim,2021,1,Oppo,16921,0.105616
sikkim,2021,1,Realme,7053,0.0440226
sikkim,2021,1,Apple,4803,0.0299788
sikkim,2021,1,HMD Global,2163,0.0135008
sikkim,2021,1,Motorola,2031,0.0126769
sikkim,2021,1,OnePlus,1924,0.012009
sikkim,2021,1,Huawei,1738,0.0108481
sikkim,2021,1,Others,12318,0.0768851
sikkim,2021,2,Samsung,55452,0.322883
sikkim,2021,2,Xiaomi,34745,0.202312
sikkim,2021,2,Vivo,28736,0.167323
sikkim,2021,2,Oppo,18141,0.105631
sikkim,2021,2,Realme,8547,0.0497671
sikkim,2021,2,Apple,5244,0.0305345
sikkim,2021,2,HMD Global,2238,0.0130313
sikkim,2021,2,OnePlus,2072,0.0120647
sikkim,2021,2,Motorola,2043,0.0118959
sikkim,2021,2,Tecno,1729,0.0100675
sikkim,2021,2,Others,12793,0.0744905
sikkim,2021,3,Samsung,57652,0.31215
sikkim,2021,3,Xiaomi,37473,0.202893
sikkim,2021,3,Vivo,32054,0.173553
sikkim,2021,3,Oppo,19674,0.106523
sikkim,2021,3,Realme,10359,0.0560877
sikkim,2021,3,Apple,5768,0.0312302
sikkim,2021,3,OnePlus,2450,0.0132653
sikkim,2021,3,HMD Global,2212,0.0119766
sikkim,2021,3,Tecno,2190,0.0118575
sikkim,2021,3,Motorola,2041,0.0110508
sikkim,2021,3,Others,12820,0.0694125
sikkim,2021,4,Samsung,59868,0.303272
sikkim,2021,4,Xiaomi,39826,0.201746
sikkim,2021,4,Vivo,34807,0.176321
sikkim,2021,4,Oppo,20992,0.106339
sikkim,2021,4,Realme,12763,0.0646532
sikkim,2021,4,Apple,6458,0.0327141
sikkim,2021,4,OnePlus,2920,0.0147918
sikkim,2021,4,Tecno,2588,0.01311
sikkim,2021,4,HMD Global,2358,0.0119449
sikkim,2021,4,Motorola,2089,0.0105822
sikkim,2021,4,Others,12738,0.0645266
sikkim,2022,1,Samsung,61996,0.29576
sikkim,2022,1,Xiaomi,41866,0.199727
sikkim,2022,1,Vivo,37402,0.178431
sikkim,2022,1,Oppo,22501,0.107344
sikkim,2022,1,Realme,14771,0.070467
sikkim,2022,1,Apple,7058,0.0336711
sikkim,2022,1,OnePlus,3294,0.0157144
sikkim,2022,1,Tecno,3147,0.0150132
sikkim,2022,1,HMD Global,2316,0.0110488
sikkim,2022,1,Motorola,2125,0.0101376
sikkim,2022,1,Others,13140,0.0626861
tamil-nadu,2018,1,Xiaomi,503469,0.239206
tamil-nadu,2018,1,Samsung,408997,0.194321
tamil-nadu,2018,1,Vivo,256682,0.121953
tamil-nadu,2018,1,Oppo,160460,0.0762369
tamil-nadu,2018,1,Motorola,100336,0.0476711
tamil-nadu,2018,1,OnePlus,93643,0.0444912
tamil-nadu,2018,1,Apple,93282,0.0443197
tamil-nadu,2018,1,Lenovo,92559,0.0439762
tamil-nadu,2018,1,Realme,82612,0.0392502
tamil-nadu,2018,1,Huawei,59799,0.0284114
tamil-nadu,2018,1,Others,252915,0.120164
tamil-nadu,2018,2,Xiaomi,723469,0.241475
tamil-nadu,2018,2,Samsung,574902,0.191888
tamil-nadu,2018,2,Vivo,390299,0.130272
tamil-nadu,2018,2,Oppo,240094,0.0801372
tamil-nadu,2018,2,Motorola,139685,0.0466233
tamil-nadu,2018,2,Lenovo,127831,0.0426667
tamil-nadu,2018,2,Apple,123693,0.0412856
tamil-nadu,2018,2,OnePlus,119948,0.0400356
tamil-nadu,2018,2,Realme,116217,0.0387903
tamil-nadu,2018,2,Huawei,86507,0.0288738
tamil-nadu,2018,2,Others,353391,0.117953
tamil-nadu,2018,3,Xiaomi,948490,0.243192
tamil-nadu,2018,3,Samsung,739663,0.189649
tamil-nadu,2018,3,Vivo,545491,0.139863
tamil-nadu,2018,3,Oppo,327387,0.0839416
tamil-nadu,2018,3,Motorola,177191,0.0454315
tamil-nadu,2018,3,Lenovo,153372,0.0393244
tamil-nadu,2018,3,Apple,150205,0.0385124
tamil-nadu,2018,3,Realme,149904,0.0384352
tamil-nadu,2018,3,OnePlus,145542,0.0373168
tamil-nadu,2018,3,Huawei,118152,0.030294
tamil-nadu,2018,3,Others,444780,0.114041
tamil-nadu,2018,4,Xiaomi,1270630,0.244358
tamil-nadu,2018,4,Samsung,978019,0.188085
tamil-nadu,2018,4,Vivo,776632,0.149356
tamil-nadu,2018,4,Oppo,457237,0.0879323
tamil-nadu,2018,4,Motorola,228639,0.0439701
tamil-nadu,2018,4,Realme,198871,0.0382453
tamil-nadu,2018,4,Lenovo,194451,0.0373953
tamil-nadu,2018,4,Apple,191032,0.0367378
tamil-nadu,2018,4,OnePlus,180637,0.0347387
tamil-nadu,2018,4,Huawei,164880,0.0317084
tamil-nadu,2018,4,Others,558850,0.107474
tamil-nadu,2019,1,Xiaomi,1539941,0.244579
tamil-nadu,2019,1,Samsung,1181910,0.187715
tamil-nadu,2019,1,Vivo,982792,0.15609
tamil-nadu,2019,1,Oppo,574119,0.0911835
tamil-nadu,2019,1,Motorola,263727,0.041886
tamil-nadu,2019,1,Realme,239102,0.037975
tamil-nadu,2019,1,Apple,223033,0.0354229
tamil-nadu,2019,1,Lenovo,220455,0.0350134
tamil-nadu,2019,1,OnePlus,209025,0.0331981
tamil-nadu,2019,1,Huawei,206764,0.032839
tamil-nadu,2019,1,Others,655435,0.104098
tamil-nadu,2019,2,Xiaomi,1811254,0.243789
tamil-nadu,2019,2,Samsung,1396893,0.188017
tamil-nadu,2019,2,Vivo,1196063,0.160986
tamil-nadu,2019,2,Oppo,697196,0.0938402
tamil-nadu,2019,2,Motorola,303963,0.0409124
tamil-nadu,2019,2,Realme,281300,0.037862
tamil-nadu,2019,2,Apple,254300,0.0342279
tamil-nadu,2019,2,Lenovo,251562,0.0338594
tamil-nadu,2019,2,Huawei,248271,0.0334164
tamil-nadu,2019,2,OnePlus,232848,0.0313405
tamil-nadu,2019,2,Others,755959,0.10175
tamil-nadu,2019,3,Xiaomi,2046907,0.242846
tamil-nadu,2019,3,Samsung,1578951,0.187327
tamil-nadu,2019,3,Vivo,1404873,0.166675
tamil-nadu,2019,3,Oppo,809503,0.0960397
tamil-nadu,2019,3,Motorola,331659,0.0393481
tamil-nadu,2019,3,Realme,325676,0.0386383
tamil-nadu,2019,3,Huawei,287625,0.0341239
tamil-nadu,2019,3,Apple,280108,0.0332321
tamil-nadu,2019,3,Lenovo,263109,0.0312153
tamil-nadu,2019,3,OnePlus,253980,0.0301323
tamil-nadu,2019,3,Others,846444,0.100422
tamil-nadu,2019,4,Xiaomi,2321854,0.241345
tamil-nadu,2019,4,Samsung,1803401,0.187454
tamil-nadu,2019,4,Vivo,1661144,0.172667
tamil-nadu,2019,4,Oppo,954430,0.099208
tamil-nadu,2019,4,Realme,385827,0.0401047
tamil-nadu,2019,4,Motorola,364512,0.0378891
tamil-nadu,2019,4,Huawei,329271,0.034226
tamil-nadu,2019,4,Apple,306135,0.0318211
tamil-nadu,2019,4,Lenovo,283182,0.0294353
tamil-nadu,2019,4,OnePlus,275013,0.0285862
tamil-nadu,2019,4,Others,935724,0.0972636
tamil-nadu,2020,1,Xiaomi,2602334,0.239353
tamil-nadu,2020,1,Samsung,2037120,0.187367
tamil-nadu,2020,1,Vivo,1937792,0.178231
tamil-nadu,2020,1,Oppo,1109430,0.102041
tamil-nadu,2020,1,Realme,450799,0.0414628
tamil-nadu,2020,1,Motorola,395956,0.0364186
tamil-nadu,2020,1,Huawei,370773,0.0341023
tamil-nadu,2020,1,Apple,333073,0.0306348
tamil-nadu,2020,1,Lenovo,308388,0.0283644
tamil-nadu,2020,1,OnePlus,293970,0.0270383
tamil-nadu,2020,1,Others,1032733,0.0949869
tamil-nadu,2020,2,Xiaomi,2891155,0.23794
tamil-nadu,2020,2,Samsung,2285005,0.188054
tamil-nadu,2020,2,Vivo,2216953,0.182453
tamil-nadu,2020,2,Oppo,1270624,0.104571
tamil-nadu,2020,2,Realme,512202,0.0421538
tamil-nadu,2020,2,Motorola,430995,0.0354705
tamil-nadu,2020,2,Huawei,410511,0.0337847
tamil-nadu,2020,2,Apple,352063,0.0289745
tamil-nadu,2020,2,Lenovo,331665,0.0272958
tamil-nadu,2020,2,OnePlus,305910,0.0251761
tamil-nadu,2020,2,Others,1143703,0.0941258
tamil-nadu,2020,3,Xiaomi,3217633,0.235837
tamil-nadu,2020,3,Vivo,2577603,0.188926
tamil-nadu,2020,3,Samsung,2574986,0.188734
tamil-nadu,2020,3,Oppo,1456520,0.106756
tamil-nadu,2020,3,Realme,592254,0.0434094
tamil-nadu,2020,3,Motorola,466225,0.0341721
tamil-nadu,2020,3,Huawei,452345,0.0331547
tamil-nadu,2020,3,Apple,378323,0.0277293
tamil-nadu,2020,3,Lenovo,357461,0.0262002
tamil-nadu,2020,3,OnePlus,324336,0.0237723
tamil-nadu,2020,3,Others,1245765,0.0913086
tamil-nadu,2020,4,Xiaomi,3595631,0.234127
tamil-nadu,2020,4,Vivo,2971084,0.19346
tamil-nadu,2020,4,Samsung,2918795,0.190056
tamil-nadu,2020,4,Oppo,1665487,0.108447
tamil-nadu,2020,4,Realme,690401,0.044955
tamil-nadu,2020,4,Motorola,503120,0.0327604
tamil-nadu,2020,4,Huawei,497653,0.0324044
tamil-nadu,2020,4,Apple,417632,0.0271939
tamil-nadu,2020,4,Lenovo,385136,0.0250779
tamil-nadu,2020,4,OnePlus,347722,0.0226417
tamil-nadu,2020,4,Others,1364925,0.0888763
tamil-nadu,2021,1,Xiaomi,3887022,0.233699
